ID,University,Administration_dept,Location,Level
1,北京大学,教育部,北京市,本科
2597,中国人民大学,教育部,北京市,本科
2598,清华大学,教育部,北京市,本科
2599,北京交通大学,教育部,北京市,本科
2600,北京工业大学,北京市,北京市,本科
2601,北京航空航天大学,工业和信息化部,北京市,本科
2602,北京理工大学,工业和信息化部,北京市,本科
2603,北京科技大学,教育部,北京市,本科
2604,北方工业大学,北京市,北京市,本科
2605,北京化工大学,教育部,北京市,本科
2606,北京工商大学,北京市,北京市,本科
2607,北京服装学院,北京市,北京市,本科
2608,北京邮电大学,教育部,北京市,本科
2609,北京印刷学院,北京市,北京市,本科
2610,北京建筑大学,北京市,北京市,本科
2611,北京石油化工学院,北京市,北京市,本科
2612,北京电子科技学院,中央办公厅,北京市,本科
2613,中国农业大学,教育部,北京市,本科
2614,北京农学院,北京市,北京市,本科
2615,北京林业大学,教育部,北京市,本科
2616,北京协和医学院,国家卫生和计划生育委员会,北京市,本科
2617,首都医科大学,北京市,北京市,本科
2618,北京中医药大学,教育部,北京市,本科
2619,北京师范大学,教育部,北京市,本科
2620,首都师范大学,北京市,北京市,本科
2621,首都体育学院,北京市,北京市,本科
2622,北京外国语大学,教育部,北京市,本科
2623,北京第二外国语学院,北京市,北京市,本科
2624,北京语言大学,教育部,北京市,本科
2625,中国传媒大学,教育部,北京市,本科
2626,中央财经大学,教育部,北京市,本科
2627,对外经济贸易大学,教育部,北京市,本科
2628,北京物资学院,北京市,北京市,本科
2629,首都经济贸易大学,北京市,北京市,本科
2630,外交学院,外交部,北京市,本科
2631,中国人民公安大学,公安部,北京市,本科
2632,国际关系学院,教育部,北京市,本科
2633,北京体育大学,国家体育总局,北京市,本科
2634,中央音乐学院,教育部,北京市,本科
2635,中国音乐学院,北京市,北京市,本科
2636,中央美术学院,教育部,北京市,本科
2637,中央戏剧学院,教育部,北京市,本科
2638,中国戏曲学院,北京市,北京市,本科
2639,北京电影学院,北京市,北京市,本科
2640,北京舞蹈学院,北京市,北京市,本科
2641,中央民族大学,国家民委,北京市,本科
2642,中国政法大学,教育部,北京市,本科
2643,华北电力大学,教育部,北京市,本科
2644,中华女子学院,中华妇女联合会,北京市,本科
2645,北京信息科技大学,北京市,北京市,本科
2646,中国矿业大学（北京）,教育部,北京市,本科
2647,中国石油大学（北京）,教育部,北京市,本科
2648,中国地质大学（北京）,教育部,北京市,本科
2649,北京联合大学,北京市,北京市,本科
2650,北京城市学院,北京市教委,北京市,本科
2651,中国青年政治学院,共青团中央,北京市,本科
2652,首钢工学院,北京市,北京市,本科
2653,中国劳动关系学院,中华全国总工会,北京市,本科
2654,北京吉利学院,北京市教委,北京市,本科
2655,首都师范大学科德学院,北京市教委,北京市,本科
2656,北京工商大学嘉华学院,北京市教委,北京市,本科
2657,北京邮电大学世纪学院,北京市教委,北京市,本科
2658,北京工业大学耿丹学院,北京市教委,北京市,本科
2659,北京警察学院,北京市,北京市,本科
2660,北京第二外国语学院中瑞酒店管理学院,北京市教委,北京市,本科
2661,中国科学院大学,,北京市,本科
2662,北京工业职业技术学院,北京市,北京市,专科
2663,北京信息职业技术学院,北京市,北京市,专科
2664,北京电子科技职业学院,北京市,北京市,专科
2665,北京京北职业技术学院,北京市,北京市,专科
2666,北京交通职业技术学院,北京市,北京市,专科
2667,北京青年政治学院,北京市,北京市,专科
2668,北京农业职业学院,北京市,北京市,专科
2669,北京政法职业学院,北京市,北京市,专科
2670,北京财贸职业学院,北京市,北京市,专科
2671,北京北大方正软件职业技术学院,北京市教委,北京市,专科
2672,北京经贸职业学院,北京市教委,北京市,专科
2673,北京经济技术职业学院,北京市教委,北京市,专科
2674,北京戏曲艺术职业学院,北京市,北京市,专科
2675,北京汇佳职业学院,北京市教委,北京市,专科
2676,北京科技经营管理学院,北京市教委,北京市,专科
2677,北京科技职业学院,北京市教委,北京市,专科
2678,北京培黎职业学院,北京市教委,北京市,专科
2679,北京经济管理职业学院,北京市,北京市,专科
2680,北京劳动保障职业学院,北京市,北京市,专科
2681,北京社会管理职业学院,北京市,北京市,专科
2682,北京艺术传媒职业学院,北京市教委,北京市,专科
2683,北京体育职业学院,北京市,北京市,专科
2684,北京交通运输职业学院,北京市,北京市,专科
2685,北京卫生职业学院,北京市,北京市,专科
2686,北京网络职业学院,北京市教委,北京市,专科
2687,南开大学,教育部,天津市,本科
2688,天津大学,教育部,天津市,本科
2689,天津科技大学,天津市,天津市,本科
2690,天津工业大学,天津市,天津市,本科
2691,中国民航大学,交通运输部,天津市,本科
2692,天津理工大学,天津市,天津市,本科
2693,天津农学院,天津市,天津市,本科
2694,天津医科大学,天津市,天津市,本科
2695,天津中医药大学,天津市,天津市,本科
2696,天津师范大学,天津市,天津市,本科
2697,天津职业技术师范大学,天津市,天津市,本科
2698,天津外国语大学,天津市,天津市,本科
2699,天津商业大学,天津市,天津市,本科
2700,天津财经大学,天津市,天津市,本科
2701,天津体育学院,天津市,天津市,本科
2702,天津音乐学院,天津市,天津市,本科
2703,天津美术学院,天津市,天津市,本科
2704,天津城建大学,天津市,天津市,本科
2705,天津天狮学院,天津市教委,天津市,本科
2706,天津中德应用技术大学,天津市,天津市,本科
2707,天津外国语大学滨海外事学院,天津市教委,天津市,本科
2708,天津体育学院运动与文化艺术学院,天津市教委,天津市,本科
2709,天津商业大学宝德学院,天津市教委,天津市,本科
2710,天津医科大学临床医学院,天津市教委,天津市,本科
2711,南开大学滨海学院,天津市教委,天津市,本科
2712,天津师范大学津沽学院,天津市教委,天津市,本科
2713,天津理工大学中环信息学院,天津市教委,天津市,本科
2714,北京科技大学天津学院,天津市教委,天津市,本科
2715,天津大学仁爱学院,天津市教委,天津市,本科
2716,天津财经大学珠江学院,天津市教委,天津市,本科
2717,天津市职业大学,天津市,天津市,专科
2718,天津滨海职业学院,天津市,天津市,专科
2719,天津工程职业技术学院,天津市,天津市,专科
2720,天津青年职业学院,天津市,天津市,专科
2721,天津渤海职业技术学院,天津市,天津市,专科
2722,天津电子信息职业技术学院,天津市,天津市,专科
2723,天津机电职业技术学院,天津市,天津市,专科
2724,天津现代职业技术学院,天津市,天津市,专科
2725,天津公安警官职业学院,天津市,天津市,专科
2726,天津轻工职业技术学院,天津市,天津市,专科
2727,天津商务职业学院,天津市,天津市,专科
2728,天津国土资源和房屋职业学院,天津市,天津市,专科
2729,天津医学高等专科学校,天津市,天津市,专科
2730,天津开发区职业技术学院,天津市,天津市,专科
2731,天津艺术职业学院,天津市,天津市,专科
2732,天津交通职业学院,天津市,天津市,专科
2733,天津冶金职业技术学院,天津市,天津市,专科
2734,天津石油职业技术学院,天津市,天津市,专科
2735,天津城市职业学院,天津市,天津市,专科
2736,天津铁道职业技术学院,天津市,天津市,专科
2737,天津工艺美术职业学院,天津市,天津市,专科
2738,天津城市建设管理职业技术学院,天津市,天津市,专科
2739,天津生物工程职业技术学院,天津市,天津市,专科
2740,天津海运职业学院,天津市,天津市,专科
2741,天津广播影视职业学院,天津市,天津市,专科
2742,河北大学,河北省,保定市,本科
2743,河北工程大学,河北省,邯郸市,本科
2744,河北地质大学,河北省,石家庄市,本科
2745,河北工业大学,河北省,天津市,本科
2746,华北理工大学,河北省,唐山市,本科
2747,河北科技大学,河北省,石家庄市,本科
2748,河北建筑工程学院,河北省,张家口市,本科
2749,河北水利电力学院,河北省,沧州市,本科
2750,河北农业大学,河北省,保定市,本科
2751,河北医科大学,河北省,石家庄市,本科
2752,河北北方学院,河北省,张家口市,本科
2753,承德医学院,河北省,承德市,本科
2754,河北师范大学,河北省,石家庄市,本科
2755,保定学院,河北省,保定市,本科
2756,河北民族师范学院,河北省,承德市,本科
2757,唐山师范学院,河北省,唐山市,本科
2758,廊坊师范学院,河北省,廊坊市,本科
2759,衡水学院,河北省,衡水市,本科
2760,石家庄学院,河北省,石家庄市,本科
2761,邯郸学院,河北省,邯郸市,本科
2762,邢台学院,河北省,邢台市,本科
2763,沧州师范学院,河北省,沧州市,本科
2764,石家庄铁道大学,河北省,石家庄市,本科
2765,燕山大学,河北省,秦皇岛市,本科
2766,河北科技师范学院,河北省,秦皇岛市,本科
2767,唐山学院,河北省,唐山市,本科
2768,华北科技学院,国家安全生产监督管理总局,廊坊市,本科
2769,中国人民武装警察部队学院,公安部,廊坊市,本科
2770,河北体育学院,河北省,石家庄市,本科
2771,河北金融学院,河北省,保定市,本科
2772,北华航天工业学院,河北省,廊坊市,本科
2773,防灾科技学院,中国地震局,廊坊市,本科
2774,河北经贸大学,河北省,石家庄市,本科
2775,中央司法警官学院,司法部,保定市,本科
2776,河北传媒学院,河北省教育厅,石家庄市,本科
2777,河北工程技术学院,河北省教育厅,石家庄市,本科
2778,河北美术学院,河北省教育厅,石家庄市,本科
2779,河北科技学院,河北省教育厅,保定市,本科
2780,河北外国语学院,河北省教育厅,石家庄市,本科
2781,河北大学工商学院,河北省教育厅,保定市,本科
2782,华北理工大学轻工学院,河北省教育厅,唐山市,本科
2783,河北科技大学理工学院,河北省教育厅,石家庄市,本科
2784,河北师范大学汇华学院,河北省教育厅,石家庄市,本科
2785,河北经贸大学经济管理学院,河北省教育厅,石家庄市,本科
2786,河北医科大学临床学院,河北省教育厅,石家庄市,本科
2787,华北电力大学科技学院,河北省教育厅,保定市,本科
2788,河北工程大学科信学院,河北省教育厅,邯郸市,本科
2789,河北工业大学城市学院,河北省教育厅,廊坊市,本科
2790,燕山大学里仁学院,河北省教育厅,秦皇岛市,本科
2791,石家庄铁道大学四方学院,河北省教育厅,石家庄市,本科
2792,河北地质大学华信学院,河北省教育厅,石家庄市,本科
2793,河北农业大学现代科技学院,河北省教育厅,保定市,本科
2794,华北理工大学冀唐学院,河北省教育厅,唐山市,本科
2795,中国地质大学长城学院,河北省教育厅,保定市,本科
2796,燕京理工学院,河北省教育厅,廊坊市,本科
2797,北京中医药大学东方学院,河北省教育厅,廊坊市,本科
2798,北京交通大学海滨学院,河北省教育厅,沧州市,本科
2799,河北东方学院,河北省教育厅,廊坊市,本科
2800,河北中医学院,河北省,石家庄市,本科
2801,张家口学院,河北省,张家口市,本科
2802,河北环境工程学院,河北省,秦皇岛市,本科
2803,河北工业职业技术学院,河北省,石家庄市,专科
2804,邯郸职业技术学院,河北省,邯郸市,专科
2805,石家庄职业技术学院,河北省,石家庄市,专科
2806,张家口职业技术学院,河北省,张家口市,专科
2807,承德石油高等专科学校,河北省,承德市,专科
2808,邢台职业技术学院,河北省,邢台市,专科
2809,河北软件职业技术学院,河北省,保定市,专科
2810,河北石油职业技术学院,河北省,廊坊市,专科
2811,河北建材职业技术学院,河北省,秦皇岛市,专科
2812,河北政法职业学院,河北省,石家庄市,专科
2813,沧州职业技术学院,河北省,沧州市,专科
2814,河北能源职业技术学院,河北省,唐山市,专科
2815,石家庄铁路职业技术学院,河北省,石家庄市,专科
2816,保定职业技术学院,河北省,保定市,专科
2817,秦皇岛职业技术学院,河北省,秦皇岛市,专科
2818,石家庄工程职业学院,河北省教育厅,石家庄市,专科
2819,石家庄城市经济职业学院,河北省教育厅,石家庄市,专科
2820,唐山职业技术学院,河北省,唐山市,专科
2821,衡水职业技术学院,河北省,衡水市,专科
2822,唐山工业职业技术学院,河北省,唐山市,专科
2823,邢台医学高等专科学校,河北省,邢台市,专科
2824,河北省艺术职业学院,河北省,石家庄市,专科
2825,河北旅游职业学院,河北省,承德市,专科
2826,石家庄财经职业学院,河北省教育厅,石家庄市,专科
2827,河北交通职业技术学院,河北省,石家庄市,专科
2828,河北化工医药职业技术学院,河北省,石家庄市,专科
2829,石家庄信息工程职业学院,河北省,石家庄市,专科
2830,河北对外经贸职业学院,河北省,秦皇岛市,专科
2831,保定电力职业技术学院,河北省,保定市,专科
2832,河北机电职业技术学院,河北省,邢台市,专科
2833,渤海石油职业学院,河北省,沧州市,专科
2834,廊坊职业技术学院,河北省,廊坊市,专科
2835,唐山科技职业技术学院,河北省,唐山市,专科
2836,石家庄邮电职业技术学院,河北省,石家庄市,专科
2837,河北公安警察职业学院,河北省,石家庄市,专科
2838,石家庄工商职业学院,河北省教育厅,石家庄市,专科
2839,石家庄理工职业学院,河北省教育厅,石家庄市,专科
2840,石家庄科技信息职业学院,河北省教育厅,石家庄市,专科
2841,河北司法警官职业学院,河北省,邯郸市,专科
2842,沧州医学高等专科学校,河北省,沧州市,专科
2843,河北女子职业技术学院,河北省,石家庄市,专科
2844,石家庄医学高等专科学校,河北省教育厅,石家庄市,专科
2845,石家庄经济职业学院,河北省教育厅,石家庄市,专科
2846,冀中职业学院,河北省,保定市,专科
2847,石家庄人民医学高等专科学校,河北省教育厅,石家庄市,专科
2848,石家庄科技工程职业学院,河北省,石家庄市,专科
2849,河北劳动关系职业学院,河北省,石家庄市,专科
2850,石家庄科技职业学院,河北省教育厅,石家庄市,专科
2851,泊头职业学院,河北省,沧州市,专科
2852,宣化科技职业学院,河北省,张家口市,专科
2853,廊坊燕京职业技术学院,河北省,廊坊市,专科
2854,承德护理职业学院,河北省,承德市,专科
2855,石家庄幼儿师范高等专科学校,河北省,石家庄市,专科
2856,廊坊卫生职业学院,河北省,廊坊市,专科
2857,河北轨道运输职业技术学院,河北省,石家庄市,专科
2858,保定幼儿师范高等专科学校,河北省,保定市,专科
2859,河北工艺美术职业学院,河北省,保定市,专科
2860,渤海理工职业学院,河北省教育厅,沧州市,专科
2861,唐山幼儿师范高等专科学校,河北省,唐山市,专科
2862,山西大学,山西省,太原市,本科
2863,太原科技大学,山西省,太原市,本科
2864,中北大学,山西省,太原市,本科
2865,太原理工大学,山西省,太原市,本科
2866,山西农业大学,山西省,晋中市,本科
2867,山西医科大学,山西省,太原市,本科
2868,长治医学院,山西省,长治市,本科
2869,山西师范大学,山西省,临汾市,本科
2870,太原师范学院,山西省,太原市,本科
2871,山西大同大学,山西省,大同市,本科
2872,晋中学院,山西省,晋中市,本科
2873,长治学院,山西省,长治市,本科
2874,运城学院,山西省,运城市,本科
2875,忻州师范学院,山西省,忻州市,本科
2876,山西财经大学,山西省,太原市,本科
2877,山西中医学院,山西省,太原市,本科
2878,吕梁学院,山西省,吕梁市,本科
2879,太原学院,山西省,太原市,本科
2880,山西警察学院,山西省,太原市,本科
2881,山西应用科技学院,山西省教育厅,太原市,本科
2882,山西大学商务学院,山西省教育厅,太原市,本科
2883,太原理工大学现代科技学院,山西省教育厅,太原市,本科
2884,山西农业大学信息学院,山西省教育厅,晋中市,本科
2885,山西师范大学现代文理学院,山西省教育厅,临汾市,本科
2886,中北大学信息商务学院,山西省教育厅,太原市,本科
2887,太原科技大学华科学院,山西省教育厅,太原市,本科
2888,山西医科大学晋祠学院,山西省教育厅,太原市,本科
2889,山西财经大学华商学院,山西省教育厅,太原市,本科
2890,山西工商学院,山西省教育厅,太原市,本科
2891,太原工业学院,山西省,太原市,本科
2892,山西传媒学院,山西省,太原市,本科
2893,山西工程技术学院,山西省,阳泉市,本科
2894,山西能源学院,山西省,晋中市,本科
2895,山西省财政税务专科学校,山西省,太原市,专科
2896,长治职业技术学院,山西省,长治市,专科
2897,山西艺术职业学院,山西省,太原市,专科
2898,晋城职业技术学院,山西省,晋城市,专科
2899,山西建筑职业技术学院,山西省,太原市,专科
2900,山西药科职业学院,山西省,太原市,专科
2901,山西工程职业技术学院,山西省,太原市,专科
2902,山西交通职业技术学院,山西省,太原市,专科
2903,大同煤炭职业技术学院,山西省,大同市,专科
2904,山西机电职业技术学院,山西省,长治市,专科
2905,山西戏剧职业学院,山西省,太原市,专科
2906,山西财贸职业技术学院,山西省,太原市,专科
2907,山西林业职业技术学院,山西省,太原市,专科
2908,山西水利职业技术学院,山西省,运城市,专科
2909,阳泉职业技术学院,山西省,阳泉市,专科
2910,临汾职业技术学院,山西省,临汾市,专科
2911,山西职业技术学院,山西省,太原市,专科
2912,山西煤炭职业技术学院,山西省,太原市,专科
2913,山西金融职业学院,山西省,太原市,专科
2914,太原城市职业技术学院,山西省,太原市,专科
2915,山西信息职业技术学院,山西省教育厅,临汾市,专科
2916,山西体育职业学院,山西省,太原市,专科
2917,山西警官职业学院,山西省,太原市,专科
2918,山西国际商务职业学院,山西省,太原市,专科
2919,潞安职业技术学院,山西省,长治市,专科
2920,太原旅游职业学院,山西省,太原市,专科
2921,山西旅游职业学院,山西省,太原市,专科
2922,山西管理职业学院,山西省,临汾市,专科
2923,山西电力职业技术学院,山西省,太原市,专科
2924,忻州职业技术学院,山西省,忻州市,专科
2925,山西同文职业技术学院,山西省教育厅,晋中市,专科
2926,晋中职业技术学院,山西省,晋中市,专科
2927,山西华澳商贸职业学院,山西省教育厅,晋中市,专科
2928,山西运城农业职业技术学院,山西省,运城市,专科
2929,运城幼儿师范高等专科学校,山西省,运城市,专科
2930,山西老区职业技术学院,山西省教育厅,太原市,专科
2931,山西经贸职业学院,山西省,太原市,专科
2932,朔州职业技术学院,山西省,朔州市,专科
2933,运城职业技术学院,山西省教育厅,运城市,专科
2934,山西轻工职业技术学院,山西省,太原市,专科
2935,晋中师范高等专科学校,山西省,晋中市,专科
2936,阳泉师范高等专科学校,山西省,阳泉市,专科
2937,山西青年职业学院,山西省,太原市,专科
2938,运城护理职业学院,山西省,运城市,专科
2939,运城师范高等专科学校,山西省,运城市,专科
2940,朔州师范高等专科学校,山西省,朔州市,专科
2941,吕梁职业技术学院,山西省,吕梁市,专科
2942,内蒙古大学,内蒙古自治区,呼和浩特市,本科
2943,内蒙古科技大学,内蒙古自治区,包头市,本科
2944,内蒙古工业大学,内蒙古自治区,呼和浩特市,本科
2945,内蒙古农业大学,内蒙古自治区,呼和浩特市,本科
2946,内蒙古医科大学,内蒙古自治区,呼和浩特市,本科
2947,内蒙古师范大学,内蒙古自治区,呼和浩特市,本科
2948,内蒙古民族大学,内蒙古自治区,通辽市,本科
2949,赤峰学院,内蒙古自治区,赤峰市,本科
2950,内蒙古财经大学,内蒙古自治区,呼和浩特市,本科
2951,呼伦贝尔学院,内蒙古自治区,呼伦贝尔市,本科
2952,集宁师范学院,内蒙古自治区,乌兰察布市,本科
2953,河套学院,内蒙古自治区,巴彦淖尔市,本科
2954,呼和浩特民族学院,内蒙古自治区,呼和浩特市,本科
2955,内蒙古大学创业学院,内蒙古自治区教育厅,呼和浩特市,本科
2956,内蒙古师范大学鸿德学院,内蒙古自治区教育厅,呼和浩特市,本科
2957,内蒙古艺术学院,内蒙古自治区,呼和浩特市,本科
2958,鄂尔多斯应用技术学院,内蒙古自治区,鄂尔多斯市,本科
2959,内蒙古建筑职业技术学院,内蒙古自治区,呼和浩特市,专科
2960,内蒙古丰州职业学院,内蒙古自治区教育厅,呼和浩特市,专科
2961,包头职业技术学院,内蒙古自治区,包头市,专科
2962,兴安职业技术学院,内蒙古自治区,兴安盟,专科
2963,呼和浩特职业学院,内蒙古自治区,呼和浩特市,专科
2964,包头轻工职业技术学院,内蒙古自治区,包头市,专科
2965,内蒙古电子信息职业技术学院,内蒙古自治区,呼和浩特市,专科
2966,内蒙古机电职业技术学院,内蒙古自治区,呼和浩特市,专科
2967,内蒙古化工职业学院,内蒙古自治区,呼和浩特市,专科
2968,内蒙古商贸职业学院,内蒙古自治区,呼和浩特市,专科
2969,锡林郭勒职业学院,内蒙古自治区,锡林郭勒盟,专科
2970,内蒙古警察职业学院,内蒙古自治区,呼和浩特市,专科
2971,内蒙古体育职业学院,内蒙古自治区,呼和浩特市,专科
2972,乌兰察布职业学院,内蒙古自治区,乌兰察布市,专科
2973,通辽职业学院,内蒙古自治区,通辽市,专科
2974,科尔沁艺术职业学院,内蒙古自治区,通辽市,专科
2975,内蒙古交通职业技术学院,内蒙古自治区,赤峰市,专科
2976,包头钢铁职业技术学院,内蒙古自治区,包头市,专科
2977,乌海职业技术学院,内蒙古自治区,乌海市,专科
2978,内蒙古科技职业学院,内蒙古自治区教育厅,呼和浩特市,专科
2979,内蒙古北方职业技术学院,内蒙古自治区教育厅,呼和浩特市,专科
2980,赤峰职业技术学院,内蒙古自治区教育厅,赤峰市,专科
2981,内蒙古经贸外语职业学院,内蒙古自治区教育厅,呼和浩特市,专科
2982,包头铁道职业技术学院,内蒙古自治区,包头市,专科
2983,乌兰察布医学高等专科学校,内蒙古自治区,乌兰察布市,专科
2984,鄂尔多斯职业学院,内蒙古自治区,鄂尔多斯市,专科
2985,内蒙古工业职业学院,内蒙古自治区教育厅,呼和浩特市,专科
2986,呼伦贝尔职业技术学院,内蒙古自治区,呼伦贝尔市,专科
2987,满洲里俄语职业学院,内蒙古自治区,呼伦贝尔市,专科
2988,内蒙古能源职业学院,内蒙古自治区教育厅,呼和浩特市,专科
2989,赤峰工业职业技术学院,内蒙古自治区,赤峰市,专科
2990,阿拉善职业技术学院,内蒙古自治区,阿拉善盟,专科
2991,内蒙古美术职业学院,内蒙古自治区教育厅,巴彦淖尔市,专科
2992,内蒙古民族幼儿师范高等专科学校,内蒙古自治区,鄂尔多斯市,专科
2993,鄂尔多斯生态环境职业学院,内蒙古自治区,鄂尔多斯市,专科
2994,扎兰屯职业学院,内蒙古自治区,呼伦贝尔市,专科
2995,辽宁大学,辽宁省,沈阳市,本科
2996,大连理工大学,教育部,大连市,本科
2997,沈阳工业大学,辽宁省,沈阳市,本科
2998,沈阳航空航天大学,辽宁省,沈阳市,本科
2999,沈阳理工大学,辽宁省,沈阳市,本科
3000,东北大学,教育部,沈阳市,本科
3001,辽宁科技大学,辽宁省,鞍山市,本科
3002,辽宁工程技术大学,辽宁省,阜新市,本科
3003,辽宁石油化工大学,辽宁省,抚顺市,本科
3004,沈阳化工大学,辽宁省,沈阳市,本科
3005,大连交通大学,辽宁省,大连市,本科
3006,大连海事大学,交通运输部,大连市,本科
3007,大连工业大学,辽宁省,大连市,本科
3008,沈阳建筑大学,辽宁省,沈阳市,本科
3009,辽宁工业大学,辽宁省,锦州市,本科
3010,沈阳农业大学,辽宁省,沈阳市,本科
3011,大连海洋大学,辽宁省,大连市,本科
3012,中国医科大学,辽宁省,沈阳市,本科
3013,锦州医科大学,辽宁省,锦州市,本科
3014,大连医科大学,辽宁省,大连市,本科
3015,辽宁中医药大学,辽宁省,沈阳市,本科
3016,沈阳药科大学,辽宁省,沈阳市,本科
3017,沈阳医学院,辽宁省,沈阳市,本科
3018,辽宁师范大学,辽宁省,大连市,本科
3019,沈阳师范大学,辽宁省,沈阳市,本科
3020,渤海大学,辽宁省,锦州市,本科
3021,鞍山师范学院,辽宁省,鞍山市,本科
3022,大连外国语大学,辽宁省,大连市,本科
3023,东北财经大学,辽宁省,大连市,本科
3024,中国刑事警察学院,公安部,沈阳市,本科
3025,沈阳体育学院,辽宁省,沈阳市,本科
3026,沈阳音乐学院,辽宁省,沈阳市,本科
3027,鲁迅美术学院,辽宁省,沈阳市,本科
3028,辽宁对外经贸学院,辽宁省教育厅,大连市,本科
3029,沈阳大学,辽宁省,沈阳市,本科
3030,大连大学,辽宁省,大连市,本科
3031,辽宁科技学院,辽宁省,本溪市,本科
3032,辽宁警察学院,辽宁省,大连市,本科
3033,沈阳工程学院,辽宁省,沈阳市,本科
3034,辽东学院,辽宁省,丹东市,本科
3035,大连民族大学,国家民委,大连市,本科
3036,大连理工大学城市学院,辽宁省教育厅,大连市,本科
3037,沈阳工业大学工程学院,辽宁省教育厅,辽阳市,本科
3038,沈阳航空航天大学北方科技学院,辽宁省教育厅,沈阳市,本科
3039,沈阳工学院,辽宁省教育厅,沈阳市,本科
3040,大连工业大学艺术与信息工程学院,辽宁省教育厅,大连市,本科
3041,大连科技学院,辽宁省教育厅,大连市,本科
3042,沈阳城市建设学院,辽宁省教育厅,沈阳市,本科
3043,中国医科大学临床医药学院,辽宁省教育厅,沈阳市,本科
3044,大连医科大学中山学院,辽宁省教育厅,大连市,本科
3045,锦州医科大学医疗学院,辽宁省教育厅,锦州市,本科
3046,辽宁师范大学海华学院,辽宁省教育厅,沈阳市,本科
3047,辽宁理工学院,辽宁省教育厅,锦州市,本科
3048,大连财经学院,辽宁省教育厅,大连市,本科
3049,沈阳城市学院,辽宁省教育厅,沈阳市,本科
3050,辽宁科技大学信息技术学院,辽宁省教育厅,鞍山市,本科
3051,辽宁石油化工大学顺华能源学院,辽宁省教育厅,抚顺市,本科
3052,大连艺术学院,辽宁省教育厅,大连市,本科
3053,辽宁中医药大学杏林学院,辽宁省教育厅,沈阳市,本科
3054,辽宁何氏医学院,辽宁省教育厅,沈阳市,本科
3055,沈阳科技学院,辽宁省教育厅,沈阳市,本科
3056,大连东软信息学院,辽宁省教育厅,大连市,本科
3057,辽宁财贸学院,辽宁省教育厅,葫芦岛市,本科
3058,辽宁传媒学院,辽宁省教育厅,沈阳市,本科
3059,营口理工学院,辽宁省,营口市,本科
3060,朝阳师范高等专科学校,辽宁省,朝阳市,专科
3061,抚顺师范高等专科学校,辽宁省,抚顺市,专科
3062,锦州师范高等专科学校,辽宁省,锦州市,专科
3063,营口职业技术学院,辽宁省,营口市,专科
3064,铁岭师范高等专科学校,辽宁省,铁岭市,专科
3065,大连职业技术学院,辽宁省,大连市,专科
3066,辽宁农业职业技术学院,辽宁省,营口市,专科
3067,抚顺职业技术学院,辽宁省,抚顺市,专科
3068,辽阳职业技术学院,辽宁省,辽阳市,专科
3069,阜新高等专科学校,辽宁省,阜新市,专科
3070,辽宁省交通高等专科学校,辽宁省,沈阳市,专科
3071,辽宁税务高等专科学校,辽宁省,大连市,专科
3072,盘锦职业技术学院,辽宁省,盘锦市,专科
3073,沈阳航空职业技术学院,辽宁省,沈阳市,专科
3074,辽宁体育运动职业技术学院,辽宁省,沈阳市,专科
3075,辽宁职业学院,辽宁省,铁岭市,专科
3076,辽宁林业职业技术学院,辽宁省,沈阳市,专科
3077,沈阳职业技术学院,辽宁省,沈阳市,专科
3078,辽宁理工职业学院,辽宁省教育厅,锦州市,专科
3079,大连商务职业学院,辽宁省教育厅,大连市,专科
3080,辽宁金融职业学院,辽宁省,沈阳市,专科
3081,辽宁轨道交通职业学院,辽宁省,沈阳市,专科
3082,辽宁广告职业学院,辽宁省教育厅,沈阳市,专科
3083,辽宁机电职业技术学院,辽宁省,丹东市,专科
3084,辽宁经济职业技术学院,辽宁省,沈阳市,专科
3085,辽宁石化职业技术学院,辽宁省,锦州市,专科
3086,渤海船舶职业学院,辽宁省,葫芦岛市,专科
3087,大连软件职业学院,辽宁省教育厅,大连市,专科
3088,大连翻译职业学院,辽宁省教育厅,大连市,专科
3089,辽宁商贸职业学院,辽宁省,沈阳市,专科
3090,大连枫叶职业技术学院,辽宁省教育厅,大连市,专科
3091,辽宁装备制造职业技术学院,辽宁省,沈阳市,专科
3092,辽河石油职业技术学院,辽宁省,盘锦市,专科
3093,辽宁地质工程职业学院,辽宁省,丹东市,专科
3094,辽宁铁道职业技术学院,辽宁省,锦州市,专科
3095,辽宁建筑职业学院,辽宁省,辽阳市,专科
3096,大连航运职业技术学院,辽宁省教育厅,大连市,专科
3097,大连装备制造职业技术学院,辽宁省教育厅,大连市,专科
3098,大连汽车职业技术学院,辽宁省教育厅,大连市,专科
3099,辽宁现代服务职业技术学院,辽宁省,沈阳市,专科
3100,辽宁冶金职业技术学院,辽宁省,本溪市,专科
3101,辽宁工程职业学院,辽宁省,铁岭市,专科
3102,辽宁城市建设职业技术学院,辽宁省,沈阳市,专科
3103,辽宁医药职业学院,辽宁省,沈阳市,专科
3104,铁岭卫生职业学院,辽宁省,铁岭市,专科
3105,沈阳北软信息职业技术学院,辽宁省教育厅,沈阳市,专科
3106,辽宁政法职业学院,辽宁省,沈阳市,专科
3107,辽宁民族师范高等专科学校,辽宁省,沈阳市,专科
3108,辽宁轻工职业学院,辽宁省,大连市,专科
3109,辽宁水利职业学院,辽宁省,沈阳市,专科
3110,辽宁特殊教育师范高等专科学校,辽宁省,沈阳市,专科
3111,吉林大学,教育部,长春市,本科
