ID,University,Administration_dept,Location,Level
4712,重庆公共运输职业学院,重庆市教委,重庆市,专科
4713,重庆艺术工程职业学院,重庆市教委,重庆市,专科
4714,重庆轻工职业学院,重庆市教委,重庆市,专科
4715,重庆电信职业学院,重庆市教委,重庆市,专科
4716,重庆经贸职业学院,重庆市教委,重庆市,专科
4717,重庆幼儿师范高等专科学校,重庆市,重庆市,专科
4718,重庆文化艺术职业学院,重庆市,重庆市,专科
4719,重庆服装工程职业学院,重庆市教委,重庆市,专科
4720,重庆资源与环境保护职业学院,重庆市教委,重庆市,专科
4721,重庆护理职业学院,重庆市教委,重庆市,专科
4722,四川大学,教育部,成都市,本科
4723,西南交通大学,教育部,成都市,本科
4724,电子科技大学,教育部,成都市,本科
4725,西南石油大学,四川省,成都市,本科
4726,成都理工大学,四川省,成都市,本科
4727,西南科技大学,四川省,绵阳市,本科
4728,成都信息工程大学,四川省,成都市,本科
4729,四川理工学院,四川省,自贡市,本科
4730,西华大学,四川省,成都市,本科
4731,中国民用航空飞行学院,交通运输部,德阳市,本科
4732,四川农业大学,四川省,雅安市,本科
4733,西昌学院,四川省,凉山彝族自治州,本科
4734,西南医科大学,四川省,泸州市,本科
4735,成都中医药大学,四川省,成都市,本科
4736,川北医学院,四川省,南充市,本科
4737,四川师范大学,四川省,成都市,本科
4738,西华师范大学,四川省,南充市,本科
4739,绵阳师范学院,四川省,绵阳市,本科
4740,内江师范学院,四川省,内江市,本科
4741,宜宾学院,四川省,宜宾市,本科
4742,四川文理学院,四川省,达州市,本科
4743,阿坝师范学院,四川省,阿坝藏族羌族自治州,本科
4744,乐山师范学院,四川省,乐山市,本科
4745,西南财经大学,教育部,成都市,本科
4746,成都体育学院,四川省,成都市,本科
4747,四川音乐学院,四川省,成都市,本科
4748,西南民族大学,国家民委,成都市,本科
4749,成都学院,四川省,成都市,本科
4750,成都工业学院,四川省,成都市,本科
4751,攀枝花学院,四川省,攀枝花市,本科
4752,四川旅游学院,四川省,成都市,本科
4753,四川民族学院,四川省,甘孜藏族自治州,本科
4754,四川警察学院,四川省,泸州市,本科
4755,成都东软学院,四川省教育厅,成都市,本科
4756,电子科技大学成都学院,四川省教育厅,成都市,本科
4757,成都理工大学工程技术学院,四川省教育厅,乐山市,本科
4758,四川传媒学院,四川省教育厅,成都市,本科
4759,成都信息工程大学银杏酒店管理学院,四川省教育厅,成都市,本科
4760,成都文理学院,四川省教育厅,成都市,本科
4761,四川工商学院,四川省教育厅,成都市,本科
4762,四川外国语大学成都学院,四川省教育厅,成都市,本科
4763,成都医学院,四川省,成都市,本科
4764,四川工业科技学院,四川省教育厅,德阳市,本科
4765,四川大学锦城学院,四川省教育厅,成都市,本科
4766,西南财经大学天府学院,四川省教育厅,绵阳市,本科
4767,四川大学锦江学院,四川省教育厅,眉山市,本科
4768,四川文化艺术学院,四川省教育厅,绵阳市,本科
4769,西南科技大学城市学院,四川省教育厅,绵阳市,本科
4770,西南交通大学希望学院,四川省教育厅,南充市,本科
4771,成都师范学院,四川省,成都市,本科
4772,四川电影电视学院,四川省教育厅,成都市,本科
4773,成都纺织高等专科学校,四川省,成都市,专科
4774,民办四川天一学院,四川省教育厅,成都市,专科
4775,成都航空职业技术学院,四川省,成都市,专科
4776,四川电力职业技术学院,四川省,成都市,专科
4777,成都职业技术学院,四川省,成都市,专科
4778,四川化工职业技术学院,四川省,泸州市,专科
4779,四川水利职业技术学院,四川省,成都市,专科
4780,南充职业技术学院,四川省,南充市,专科
4781,内江职业技术学院,四川省,内江市,专科
4782,四川航天职业技术学院,四川省,成都市,专科
4783,四川邮电职业技术学院,四川省,成都市,专科
4784,四川机电职业技术学院,四川省,攀枝花市,专科
4785,绵阳职业技术学院,四川省,绵阳市,专科
4786,四川交通职业技术学院,四川省,成都市,专科
4787,四川工商职业技术学院,四川省,成都市,专科
4788,四川工程职业技术学院,四川省,德阳市,专科
4789,四川建筑职业技术学院,四川省,德阳市,专科
4790,达州职业技术学院,四川省,达州市,专科
4791,四川托普信息技术职业学院,四川省教育厅,成都市,专科
4792,四川国际标榜职业学院,四川省教育厅,成都市,专科
4793,成都农业科技职业学院,四川省,成都市,专科
4794,宜宾职业技术学院,四川省,宜宾市,专科
4795,泸州职业技术学院,四川省,泸州市,专科
4796,眉山职业技术学院,四川省,眉山市,专科
4797,成都艺术职业学院,四川省教育厅,成都市,专科
4798,四川职业技术学院,四川省,遂宁市,专科
4799,乐山职业技术学院,四川省,乐山市,专科
4800,雅安职业技术学院,四川省,雅安市,专科
4801,四川商务职业学院,四川省,成都市,专科
4802,四川司法警官职业学院,四川省,德阳市,专科
4803,广安职业技术学院,四川省,广安市,专科
4804,四川信息职业技术学院,四川省,广元市,专科
4805,四川文化传媒职业学院,四川省教育厅,成都市,专科
4806,四川华新现代职业学院,四川省教育厅,成都市,专科
4807,四川管理职业学院,四川省,成都市,专科
4808,四川艺术职业学院,四川省,成都市,专科
4809,四川中医药高等专科学校,四川省,绵阳市,专科
4810,四川科技职业学院,四川省教育厅,成都市,专科
4811,四川文化产业职业学院,四川省,成都市,专科
4812,四川财经职业学院,四川省,成都市,专科
4813,四川城市职业学院,四川省教育厅,成都市,专科
4814,四川现代职业学院,四川省教育厅,成都市,专科
4815,四川幼儿师范高等专科学校,四川省,绵阳市,专科
4816,四川长江职业学院,四川省教育厅,成都市,专科
4817,四川三河职业学院,四川省教育厅,泸州市,专科
4818,川北幼儿师范高等专科学校,四川省,广元市,专科
4819,四川卫生康复职业学院,四川省,自贡市,专科
4820,四川汽车职业技术学院,四川省教育厅,绵阳市,专科
4821,巴中职业技术学院,四川省教育厅,巴中市,专科
4822,四川希望汽车职业学院,四川省教育厅,资阳市,专科
4823,四川电子机械职业技术学院,四川省教育厅,绵阳市,专科
4824,四川文轩职业学院,四川省教育厅,成都市,专科
4825,川南幼儿师范高等专科学校,四川省,内江市,专科
4826,四川护理职业学院,四川省,德阳市,专科
4827,成都工业职业技术学院,四川省,成都市,专科
4828,四川西南航空职业学院,四川省教育厅,成都市,专科
4829,成都工贸职业技术学院,四川省,成都市,专科
4830,四川应用技术职业学院,四川省教育厅,凉山州,专科
4831,贵州大学,贵州省,贵阳市,本科
4832,贵州医科大学,贵州省,贵阳市,本科
4833,遵义医学院,贵州省,遵义市,本科
4834,贵阳中医学院,贵州省,贵阳市,本科
4835,贵州师范大学,贵州省,贵阳市,本科
4836,遵义师范学院,贵州省,遵义市,本科
4837,铜仁学院,贵州省,铜仁市,本科
4838,兴义民族师范学院,贵州省,黔西南布依族苗族自治州,本科
4839,安顺学院,贵州省,安顺市,本科
4840,贵州工程应用技术学院,贵州省,毕节市,本科
4841,凯里学院,贵州省,黔东南苗族侗族自治州,本科
4842,黔南民族师范学院,贵州省,黔南布依族苗族自治州,本科
4843,贵州财经大学,贵州省,贵阳市,本科
4844,贵州民族大学,贵州省,贵阳市,本科
4845,贵阳学院,贵州省,贵阳市,本科
4846,六盘水师范学院,贵州省,六盘水市,本科
4847,贵州商学院,贵州省,贵阳市,本科
4848,贵阳中医学院时珍学院,贵州省教育厅,贵阳市,本科
4849,贵州财经大学商务学院,贵州省教育厅,贵阳市,本科
4850,贵州大学科技学院,贵州省教育厅,贵阳市,本科
4851,贵州大学明德学院,贵州省教育厅,贵阳市,本科
4852,贵州民族大学人文科技学院,贵州省教育厅,贵阳市,本科
4853,贵州师范大学求是学院,贵州省教育厅,贵阳市,本科
4854,遵义医学院医学与科技学院,贵州省教育厅,遵义市,本科
4855,贵州医科大学神奇民族医药学院,贵州省教育厅,贵阳市,本科
4856,贵州师范学院,贵州省,贵阳市,本科
4857,贵州理工学院,贵州省,贵阳市,本科
4858,黔南民族医学高等专科学校,贵州省,黔南布依族苗族自治州,专科
4859,贵州警官职业学院,贵州省,贵阳市,专科
4860,贵州交通职业技术学院,贵州省,贵阳市,专科
4861,贵州航天职业技术学院,贵州省,遵义市,专科
4862,贵州电子信息职业技术学院,贵州省,黔东南苗族侗族自治州,专科
4863,安顺职业技术学院,贵州省,安顺市,专科
4864,黔东南民族职业技术学院,贵州省,黔东南苗族侗族自治州,专科
4865,黔南民族职业技术学院,贵州省,黔南布依族苗族自治州,专科
4866,遵义职业技术学院,贵州省,遵义市,专科
4867,贵州城市职业学院,贵州省教育厅,贵阳市,专科
4868,贵州工业职业技术学院,贵州省,贵阳市,专科
4869,贵州电力职业技术学院,贵州省,贵阳市,专科
4870,六盘水职业技术学院,贵州省,六盘水市,专科
4871,铜仁职业技术学院,贵州省,铜仁市,专科
4872,黔西南民族职业技术学院,贵州省,黔西南布依族苗族自治州,专科
4873,贵州轻工职业技术学院,贵州省,贵阳市,专科
4874,遵义医药高等专科学校,贵州省,遵义市,专科
4875,贵阳护理职业学院,贵州省,贵阳市,专科
4876,贵阳职业技术学院,贵州省,贵阳市,专科
4877,毕节职业技术学院,贵州省,毕节市,专科
4878,贵州职业技术学院,贵州省,贵阳市,专科
4879,贵州盛华职业学院,贵州省教育厅,黔南布依族苗族自治州,专科
4880,贵州工商职业学院,贵州省教育厅,贵阳市,专科
4881,贵阳幼儿师范高等专科学校,贵州省,贵阳市,专科
4882,铜仁幼儿师范高等专科学校,贵州省,铜仁市,专科
4883,黔南民族幼儿师范高等专科学校,贵州省,黔南布依族苗族自治州,专科
4884,毕节医学高等专科学校,贵州省,毕节市,专科
4885,贵州建设职业技术学院,贵州省,贵阳市,专科
4886,毕节幼儿师范高等专科学校,贵州省,毕节市,专科
4887,贵州农业职业学院,贵州省,贵阳市,专科
4888,贵州工程职业学院,贵州省教育厅,铜仁市,专科
4889,贵州工贸职业学院,贵州省教育厅,毕节市,专科
4890,贵州水利水电职业技术学院,贵州省,贵阳市,专科
4891,贵州电子商务职业技术学院,贵州省,贵阳市,专科
4892,贵州应用技术职业学院,贵州省教育厅,黔南布依族苗族自治州,专科
4893,贵州电子科技职业学院,贵州省,贵阳市,专科
4894,贵州航空职业技术学院,贵州省,贵阳市,专科
4895,云南大学,云南省,昆明市,本科
4896,昆明理工大学,云南省,昆明市,本科
4897,云南农业大学,云南省,昆明市,本科
4898,西南林业大学,云南省,昆明市,本科
4899,昆明医科大学,云南省,昆明市,本科
4900,大理大学,云南省,大理白族自治州,本科
4901,云南中医学院,云南省,昆明市,本科
4902,云南师范大学,云南省,昆明市,本科
4903,昭通学院,云南省,昭通市,本科
4904,曲靖师范学院,云南省,曲靖市,本科
4905,普洱学院,云南省,普洱市,本科
4906,保山学院,云南省,保山市,本科
4907,红河学院,云南省,红河哈尼族彝族自治州,本科
4908,云南财经大学,云南省,昆明市,本科
4909,云南艺术学院,云南省,昆明市,本科
4910,云南民族大学,云南省,昆明市,本科
4911,玉溪师范学院,云南省,玉溪市,本科
4912,楚雄师范学院,云南省,楚雄彝族自治州,本科
4913,云南警官学院,云南省,昆明市,本科
4914,昆明学院,云南省,昆明市,本科
4915,文山学院,云南省,文山壮族苗族自治州,本科
4916,云南经济管理学院,云南省教育厅,昆明市,本科
4917,云南大学滇池学院,云南省教育厅,昆明市,本科
4918,云南大学旅游文化学院,云南省教育厅,丽江市,本科
4919,昆明理工大学津桥学院,云南省教育厅,昆明市,本科
4920,云南师范大学商学院,云南省教育厅,昆明市,本科
4921,云南师范大学文理学院,云南省教育厅,昆明市,本科
4922,昆明医科大学海源学院,云南省教育厅,昆明市,本科
4923,云南艺术学院文华学院,云南省教育厅,昆明市,本科
4924,云南工商学院,云南省教育厅,昆明市,本科
4925,滇西科技师范学院,云南省,临沧市,本科
4926,昆明冶金高等专科学校,云南省,昆明市,专科
4927,云南国土资源职业学院,云南省,昆明市,专科
4928,云南交通职业技术学院,云南省,昆明市,专科
4929,昆明工业职业技术学院,云南省,昆明市,专科
4930,云南农业职业技术学院,云南省,昆明市,专科
4931,云南司法警官职业学院,云南省,昆明市,专科
4932,云南文化艺术职业学院,云南省,昆明市,专科
4933,云南体育运动职业技术学院,云南省,昆明市,专科
4934,云南科技信息职业学院,云南省教育厅,昆明市,专科
4935,西双版纳职业技术学院,云南省,西双版纳傣族自治州,专科
4936,昆明艺术职业学院,云南省教育厅,昆明市,专科
4937,玉溪农业职业技术学院,云南省,玉溪市,专科
4938,云南能源职业技术学院,云南省,曲靖市,专科
4939,云南国防工业职业技术学院,云南省,昆明市,专科
4940,云南机电职业技术学院,云南省,昆明市,专科
4941,云南林业职业技术学院,云南省,昆明市,专科
4942,云南城市建设职业学院,云南省教育厅,昆明市,专科
4943,云南工程职业学院,云南省教育厅,昆明市,专科
4944,曲靖医学高等专科学校,云南省,曲靖市,专科
4945,楚雄医药高等专科学校,云南省,楚雄彝族自治州,专科
4946,保山中医药高等专科学校,云南省,保山市,专科
4947,丽江师范高等专科学校,云南省,丽江市,专科
4948,德宏师范高等专科学校,云南省,德宏傣族景颇族自治州,专科
4949,云南新兴职业学院,云南省教育厅,昆明市,专科
4950,云南锡业职业技术学院,云南省,红河哈尼族彝族自治州,专科
4951,云南经贸外事职业学院,云南省教育厅,昆明市,专科
4952,云南三鑫职业技术学院,云南省教育厅,文山壮族苗族自治州,专科
4953,德宏职业学院,云南省,德宏傣族景颇族自治州,专科
4954,云南商务职业学院,云南省教育厅,昆明市,专科
4955,昆明卫生职业学院,云南省教育厅,昆明市,专科
4956,云南现代职业技术学院,云南省教育厅,楚雄彝族自治州,专科
4957,云南旅游职业学院,云南省,昆明市,专科
4958,红河卫生职业学院,云南省,红河哈尼族彝族自治州,专科
4959,云南外事外语职业学院,云南省教育厅,昆明市,专科
4960,大理农林职业技术学院,云南省,大理白族自治州,专科
4961,公安消防部队高等专科学校,公安部,昆明市,专科
4962,云南财经职业学院,云南省,昆明市,专科
4963,昆明铁道职业技术学院,云南省,昆明市,专科
4964,昭通卫生职业学院,云南省,昭通市,专科
4965,大理护理职业学院,云南省,大理白族自治州,专科
4966,云南水利水电职业学院,云南省,昆明市,专科
4967,西藏大学,西藏自治区,拉萨市,本科
4968,西藏民族大学,西藏自治区,咸阳市,本科
4969,西藏藏医学院,西藏自治区,拉萨市,本科
4970,西藏警官高等专科学校,西藏自治区,拉萨市,专科
4971,拉萨师范高等专科学校,西藏自治区,拉萨市,专科
4972,西藏职业技术学院,西藏自治区,拉萨市,专科
4973,西北大学,陕西省,西安市,本科
4974,西安交通大学,教育部,西安市,本科
4975,西北工业大学,工业和信息化部,西安市,本科
4976,西安理工大学,陕西省,西安市,本科
4977,西安电子科技大学,教育部,西安市,本科
4978,西安工业大学,陕西省,西安市,本科
4979,西安建筑科技大学,陕西省,西安市,本科
4980,西安科技大学,陕西省,西安市,本科
4981,西安石油大学,陕西省,西安市,本科
4982,陕西科技大学,陕西省,西安市,本科
4983,西安工程大学,陕西省,西安市,本科
4984,长安大学,教育部,西安市,本科
4985,西北农林科技大学,教育部,咸阳市,本科
4986,陕西中医药大学,陕西省,咸阳市,本科
4987,陕西师范大学,教育部,西安市,本科
4988,延安大学,陕西省,延安市,本科
4989,陕西理工学院,陕西省,汉中市,本科
4990,宝鸡文理学院,陕西省,宝鸡市,本科
4991,咸阳师范学院,陕西省,咸阳市,本科
4992,渭南师范学院,陕西省,渭南市,本科
4993,西安外国语大学,陕西省,西安市,本科
4994,西北政法大学,陕西省,西安市,本科
4995,西安体育学院,陕西省,西安市,本科
4996,西安音乐学院,陕西省,西安市,本科
4997,西安美术学院,陕西省,西安市,本科
4998,西安文理学院,陕西省,西安市,本科
4999,榆林学院,陕西省,榆林市,本科
5000,商洛学院,陕西省,商洛市,本科
5001,安康学院,陕西省,安康市,本科
5002,西安培华学院,陕西省教育厅,西安市,本科
5003,西安财经学院,陕西省,西安市,本科
5004,西安邮电大学,陕西省,西安市,本科
5005,西安航空学院,陕西省,西安市,本科
5006,西安医学院,陕西省,西安市,本科
5007,西安欧亚学院,陕西省教育厅,西安市,本科
5008,西安外事学院,陕西省教育厅,西安市,本科
5009,西安翻译学院,陕西省教育厅,西安市,本科
5010,西京学院,陕西省教育厅,西安市,本科
5011,西安思源学院,陕西省教育厅,西安市,本科
5012,陕西国际商贸学院,陕西省教育厅,咸阳市,本科
5013,陕西服装工程学院,陕西省教育厅,咸阳市,本科
5014,西安交通工程学院,陕西省教育厅,西安市,本科
5015,西安交通大学城市学院,陕西省教育厅,西安市,本科
5016,西北大学现代学院,陕西省教育厅,西安市,本科
5017,西安建筑科技大学华清学院,陕西省教育厅,西安市,本科
5018,西安财经学院行知学院,陕西省教育厅,西安市,本科
5019,陕西科技大学镐京学院,陕西省教育厅,咸阳市,本科
5020,西安工业大学北方信息工程学院,陕西省教育厅,西安市,本科
5021,延安大学西安创新学院,陕西省教育厅,西安市,本科
5022,西安电子科技大学长安学院,陕西省教育厅,西安市,本科
5023,西北工业大学明德学院,陕西省教育厅,西安市,本科
5024,长安大学兴华学院,陕西省教育厅,西安市,本科
5025,西安理工大学高科学院,陕西省教育厅,西安市,本科
5026,西安科技大学高新学院,陕西省教育厅,西安市,本科
5027,陕西学前师范学院,陕西省,西安市,本科
5028,陕西工业职业技术学院,陕西省,咸阳市,专科
5029,杨凌职业技术学院,陕西省,咸阳市,专科
5030,西安电力高等专科学校,陕西省,西安市,专科
5031,陕西能源职业技术学院,陕西省,咸阳市,专科
5032,陕西国防工业职业技术学院,陕西省,西安市,专科
5033,西安航空职业技术学院,陕西省,西安市,专科
5034,陕西财经职业技术学院,陕西省,咸阳市,专科
5035,陕西交通职业技术学院,陕西省,西安市,专科
5036,陕西职业技术学院,陕西省,西安市,专科
5037,西安高新科技职业学院,陕西省教育厅,西安市,专科
5038,西安城市建设职业学院,陕西省教育厅,西安市,专科
5039,陕西铁路工程职业技术学院,陕西省,渭南市,专科
5040,宝鸡职业技术学院,陕西省,宝鸡市,专科
5041,陕西航空职业技术学院,陕西省,汉中市,专科
5042,陕西电子信息职业技术学院,陕西省教育厅,西安市,专科
5043,陕西邮电职业技术学院,陕西省,咸阳市,专科
5044,西安海棠职业学院,陕西省教育厅,西安市,专科
5045,西安汽车科技职业学院,陕西省教育厅,西安市,专科
5046,西安东方亚太职业技术学院,陕西省教育厅,西安市,专科
5047,陕西警官职业学院,陕西省,西安市,专科
5048,陕西经济管理职业技术学院,陕西省,西安市,专科
5049,西安铁路职业技术学院,陕西省,西安市,专科
5050,咸阳职业技术学院,陕西省,咸阳市,专科
5051,西安职业技术学院,陕西省,西安市,专科
5052,商洛职业技术学院,陕西省,商洛市,专科
5053,汉中职业技术学院,陕西省,汉中市,专科
5054,延安职业技术学院,陕西省,延安市,专科
5055,渭南职业技术学院,陕西省,渭南市,专科
5056,安康职业技术学院,陕西省,安康市,专科
5057,铜川职业技术学院,陕西省,铜川市,专科
5058,陕西青年职业学院,陕西省,西安市,专科
5059,陕西工商职业学院,陕西省,西安市,专科
5060,陕西电子科技职业学院,陕西省教育厅,西安市,专科
5061,陕西旅游烹饪职业学院,陕西省教育厅,西安市,专科
5062,西安医学高等专科学校,陕西省教育厅,西安市,专科
5063,榆林职业技术学院,陕西省,榆林市,专科
5064,陕西艺术职业学院,陕西省,西安市,专科
5065,陕西机电职业技术学院,陕西省,宝鸡市,专科
5066,兰州大学,教育部,兰州市,本科
5067,兰州理工大学,甘肃省,兰州市,本科
5068,兰州交通大学,甘肃省,兰州市,本科
5069,甘肃农业大学,甘肃省,兰州市,本科
5070,甘肃中医药大学,甘肃省,兰州市,本科
5071,西北师范大学,甘肃省,兰州市,本科
5072,兰州城市学院,甘肃省,兰州市,本科
5073,陇东学院,甘肃省,庆阳市,本科
5074,天水师范学院,甘肃省,天水市,本科
5075,河西学院,甘肃省,张掖市,本科
5076,兰州财经大学,甘肃省,兰州市,本科
5077,西北民族大学,国家民委,兰州市,本科
5078,甘肃政法学院,甘肃省,兰州市,本科
5079,甘肃民族师范学院,甘肃省,甘南藏族自治州,本科
5080,兰州文理学院,甘肃省,兰州市,本科
5081,甘肃医学院,甘肃省,平凉市,本科
5082,兰州工业学院,甘肃省,兰州市,本科
5083,西北师范大学知行学院,甘肃省教育厅,兰州市,本科
5084,兰州财经大学陇桥学院,甘肃省教育厅,兰州市,本科
5085,兰州财经大学长青学院,甘肃省教育厅,兰州市,本科
5086,兰州交通大学博文学院,甘肃省教育厅,兰州市,本科
5087,兰州理工大学技术工程学院,甘肃省教育厅,兰州市,本科
5088,兰州石化职业技术学院,甘肃省,兰州市,专科
5089,陇南师范高等专科学校,甘肃省,陇南市,专科
5090,定西师范高等专科学校,甘肃省,定西市,专科
5091,甘肃建筑职业技术学院,甘肃省,兰州市,专科
5092,酒泉职业技术学院,甘肃省,酒泉市,专科
5093,兰州外语职业学院,甘肃省教育厅,兰州市,专科
5094,兰州职业技术学院,甘肃省,兰州市,专科
5095,甘肃警察职业学院,甘肃省,兰州市,专科
5096,甘肃林业职业技术学院,甘肃省,天水市,专科
5097,甘肃工业职业技术学院,甘肃省,天水市,专科
5098,武威职业学院,甘肃省,武威市,专科
5099,甘肃交通职业技术学院,甘肃省,兰州市,专科
5100,兰州资源环境职业技术学院,甘肃省,兰州市,专科
5101,甘肃农业职业技术学院,甘肃省,兰州市,专科
5102,甘肃畜牧工程职业技术学院,甘肃省,武威市,专科
5103,甘肃钢铁职业技术学院,甘肃省,嘉峪关市,专科
5104,甘肃机电职业技术学院,甘肃省,天水市,专科
5105,甘肃有色冶金职业技术学院,甘肃省,金昌市,专科
5106,白银矿冶职业技术学院,甘肃省,白银市,专科
5107,甘肃卫生职业学院,甘肃省,兰州市,专科
5108,兰州科技职业学院,甘肃省教育厅,兰州市,专科
5109,庆阳职业技术学院,甘肃省,庆阳市,专科
5110,临夏现代职业学院,甘肃省,临夏州,专科
5111,甘肃能源化工职业学院,甘肃省,兰州市,专科
5112,兰州现代职业学院,甘肃省,兰州市,专科
5113,平凉职业技术学院,甘肃省,平凉市,专科
5114,甘肃财贸职业学院,甘肃省,兰州市,专科
5115,青海大学,青海省,西宁市,本科
5116,青海师范大学,青海省,西宁市,本科
5117,青海民族大学,青海省,西宁市,本科
5118,青海大学昆仑学院,青海省教育厅,西宁市,本科
5119,青海卫生职业技术学院,青海省,西宁市,专科
5120,青海警官职业学院,青海省,西宁市,专科
5121,青海畜牧兽医职业技术学院,青海省,西宁市,专科
5122,青海交通职业技术学院,青海省,西宁市,专科
5123,青海建筑职业技术学院,青海省,西宁市,专科
5124,西宁城市职业技术学院,青海省,西宁市,专科
5125,青海高等职业技术学院,青海省,海东市,专科
5126,青海柴达木职业技术学院,青海省,海西蒙古族藏族自治州,专科
5127,宁夏大学,宁夏回族自治区,银川市,本科
5128,宁夏医科大学,宁夏回族自治区,银川市,本科
5129,宁夏师范学院,宁夏回族自治区,固原市,本科
5130,北方民族大学,国家民委,银川市,本科
5131,宁夏理工学院,宁夏自治区教育厅,石嘴山市,本科
5132,宁夏大学新华学院,宁夏自治区教育厅,银川市,本科
5133,银川能源学院,宁夏自治区教育厅,银川市,本科
5134,中国矿业大学银川学院,宁夏自治区教育厅,银川市,本科
5135,宁夏民族职业技术学院,宁夏回族自治区,吴忠市,专科
5136,宁夏工业职业学院,宁夏回族自治区,银川市,专科
5137,宁夏职业技术学院,宁夏回族自治区,银川市,专科
5138,宁夏工商职业技术学院,宁夏回族自治区,银川市,专科
5139,宁夏财经职业技术学院,宁夏回族自治区,银川市,专科
5140,宁夏司法警官职业学院,宁夏回族自治区,银川市,专科
5141,宁夏建设职业技术学院,宁夏回族自治区,银川市,专科
5142,宁夏葡萄酒与防沙治沙职业技术学院,宁夏回族自治区,银川市,专科
5143,宁夏幼儿师范高等专科学校,宁夏回族自治区,银川市,专科
5144,宁夏艺术职业学院,宁夏回族自治区,银川市,专科
5145,新疆大学,新疆维吾尔自治区,乌鲁木齐市,本科
5146,塔里木大学,新疆生产建设兵团,阿拉尔市,本科
5147,新疆农业大学,新疆维吾尔自治区,乌鲁木齐市,本科
5148,石河子大学,新疆生产建设兵团,石河子市,本科
5149,新疆医科大学,新疆维吾尔自治区,乌鲁木齐市,本科
5150,新疆师范大学,新疆维吾尔自治区,乌鲁木齐市,本科
5151,喀什大学,新疆维吾尔自治区,喀什地区,本科
5152,伊犁师范学院,新疆维吾尔自治区,伊犁哈萨克自治州,本科
5153,新疆财经大学,新疆维吾尔自治区,乌鲁木齐市,本科
5154,新疆艺术学院,新疆维吾尔自治区,乌鲁木齐市,本科
5155,新疆工程学院,新疆维吾尔自治区,乌鲁木齐市,本科
5156,昌吉学院,新疆维吾尔自治区,昌吉回族自治州,本科
5157,新疆警察学院,新疆维吾尔自治区,乌鲁木齐市,本科
5158,新疆大学科学技术学院,新疆自治区教育厅,乌鲁木齐市,本科
5159,新疆农业大学科学技术学院,新疆自治区教育厅,乌鲁木齐市,本科
5160,新疆医科大学厚博学院,新疆自治区教育厅,乌鲁木齐市,本科
5161,新疆财经大学商务学院,新疆自治区教育厅,乌鲁木齐市,本科
5162,石河子大学科技学院,新疆自治区教育厅,石河子市,本科
5163,和田师范专科学校,新疆维吾尔自治区,和田地区,专科
5164,新疆农业职业技术学院,新疆维吾尔自治区,昌吉回族自治州,专科
5165,乌鲁木齐职业大学,新疆维吾尔自治区,乌鲁木齐市,专科
5166,新疆维吾尔医学专科学校,新疆维吾尔自治区,和田地区,专科
5167,克拉玛依职业技术学院,新疆维吾尔自治区,克拉玛依市,专科
5168,新疆机电职业技术学院,新疆维吾尔自治区,乌鲁木齐市,专科
5169,新疆轻工职业技术学院,新疆维吾尔自治区,乌鲁木齐市,专科
5170,新疆能源职业技术学院,新疆自治区教育厅,乌鲁木齐市,专科
5171,昌吉职业技术学院,新疆维吾尔自治区,昌吉回族自治州,专科
5172,伊犁职业技术学院,新疆维吾尔自治区,伊犁哈萨克自治州,专科
5173,阿克苏职业技术学院,新疆维吾尔自治区,阿克苏地区,专科
5174,巴音郭楞职业技术学院,新疆维吾尔自治区,巴音郭楞蒙古自治州,专科
5175,新疆建设职业技术学院,新疆维吾尔自治区,乌鲁木齐市,专科
5176,新疆兵团警官高等专科学校,新疆生产建设兵团,五家渠市,专科
5177,新疆现代职业技术学院,新疆自治区教育厅,乌鲁木齐市,专科
5178,新疆天山职业技术学院,新疆自治区教育厅,乌鲁木齐市,专科
5179,新疆交通职业技术学院,新疆维吾尔自治区,乌鲁木齐市,专科
5180,新疆石河子职业技术学院,新疆生产建设兵团,石河子市,专科
5181,新疆职业大学,新疆维吾尔自治区,乌鲁木齐市,专科
5182,新疆体育职业技术学院,新疆维吾尔自治区,乌鲁木齐市,专科
5183,新疆应用职业技术学院,新疆维吾尔自治区,伊犁哈萨克自治州,专科
5184,新疆师范高等专科学校,新疆维吾尔自治区,乌鲁木齐市,专科
5185,新疆铁道职业技术学院,新疆维吾尔自治区,乌鲁木齐市,专科
5186,新疆生产建设兵团兴新职业技术学院,新疆生产建设兵团,乌鲁木齐市,专科
5187,哈密职业技术学院,新疆维吾尔自治区,哈密市,专科
5188,新疆科技职业技术学院,新疆自治区教育厅,乌鲁木齐市,专科
5189,吐鲁番职业技术学院,新疆维吾尔自治区,吐鲁番市,专科
5190,新疆工业职业技术学院,新疆维吾尔自治区,乌鲁木齐市,专科
